Account_ID,Account_Number,Customer_First_Name,Customer_Last_Name,State,City,Zip_Code,Original_Balance,Outstanding_Balance,Credit_Score,Placement_Date,Charge_Off_Date,Collection_Stage,Days_Past_Due,Last_Payment_Date,Account_Tenure_Months,Account_Status,Bankruptcy_Flag,Fraud_Flag
174,NVT00000174,Kristen,Solis,Arizona,Tucson,21911,4541.59,4541.59,663,2025-11-29,2025-11-25,Primary,93,2026-01-31,2,Active,0,0
175,NVT00000175,Lindsey,Watson,Florida,Tampa,03876,759.03,759.03,659,2025-03-02,2025-02-04,Secondary,235,2025-07-16,12,Active,0,0
176,NVT00000176,James,Hall,Ohio,Columbus,15898,1765.42,1765.42,697,2026-01-22,2026-01-13,Pre-Writeoff,87,2026-01-31,0,Active,0,0
177,NVT00000177,Collin,Holland,Arizona,Mesa,19633,505.44,505.44,640,2024-07-01,2024-05-23,Tertiary,465,2024-11-19,20,Active,0,0
178,NVT00000178,Ryan,Hall,North Carolina,Greensboro,82808,16149.41,16149.41,741,2026-01-23,2026-01-18,Pre-Writeoff,64,,0,Active,0,0
179,NVT00000179,Rodney,Mullen,California,San Diego,80357,433.63,433.63,621,2026-01-08,2025-12-11,Pre-Writeoff,49,2026-01-31,1,Active,0,0
180,NVT00000180,Stuart,Anderson,Arizona,Mesa,47330,1648.6,1648.6,830,2026-01-06,2025-11-28,Pre-Writeoff,30,,2,Active,0,0
181,NVT00000181,Jessica,Wiley,New York,Buffalo,28681,331.44,331.44,683,2025-04-08,2025-03-11,Secondary,284,2025-05-03,10,Active,0,0
182,NVT00000182,Emily,Ware,Texas,Austin,12745,3478.52,3478.52,579,2026-01-30,2025-12-30,Pre-Writeoff,81,,1,Active,0,0
183,NVT00000183,Tracey,Wilcox,Illinois,Chicago,73695,2255.09,2255.09,565,2025-08-10,2025-08-07,Primary,165,,5,Active,0,0
184,NVT00000184,Corey,Lloyd,New York,New York,43277,251.34,251.34,673,2024-10-26,2024-09-21,Tertiary,476,,16,Active,0,0
185,NVT00000185,Richard,Oneill,Arizona,Phoenix,01074,4868.3,4868.3,624,2025-07-11,2025-06-28,Primary,110,2026-01-31,7,Active,0,0
186,NVT00000186,Matthew,Jones,California,San Diego,03383,4622.5,4622.5,689,2025-12-14,2025-12-04,Primary,110,,1,Active,0,0
187,NVT00000187,Michelle,Smith,New York,New York,38801,6559.43,6559.43,673,2024-07-30,2024-07-15,Tertiary,452,2025-01-15,18,Active,0,0
188,NVT00000188,John,Morgan,Florida,Jacksonville,17281,1105.11,1105.11,634,2025-06-07,2025-05-03,Secondary,354,,9,Active,0,0
189,NVT00000189,James,Johnson,Georgia,Augusta,26778,5207.82,5207.82,580,2024-08-04,2024-07-05,Tertiary,479,2024-11-26,19,Active,0,0
190,NVT00000190,Shane,Harris,Georgia,Augusta,10775,3731.89,3731.89,533,2024-11-16,2024-10-11,Tertiary,408,,15,Active,0,0
191,NVT00000191,Robert,Schultz,California,San Jose,87572,6489.03,6489.03,608,2024-09-02,2024-08-24,Tertiary,423,,17,Active,0,0
192,NVT00000192,Joshua,Peters,Florida,Orlando,70191,13276.45,13276.45,699,2025-12-28,2025-12-05,Pre-Writeoff,71,2026-01-31,1,Active,0,0
193,NVT00000193,John,White,Illinois,Naperville,18855,2245.68,2245.68,654,2025-11-25,2025-11-24,Primary,98,,2,Active,0,0
194,NVT00000194,Sandra,Garcia,Texas,Houston,92222,751.06,751.06,552,2024-10-08,2024-09-02,Tertiary,393,2025-02-17,17,Active,0,0
195,NVT00000195,Scott,Turner,Illinois,Chicago,05610,1457.03,1457.03,652,2026-01-08,2025-12-26,Pre-Writeoff,36,2026-01-31,1,Active,0,0
196,NVT00000196,Michelle,Rosales,California,Sacramento,99861,733.89,733.89,666,2024-07-21,2024-06-07,Tertiary,370,2025-04-15,20,Active,0,0
197,NVT00000197,Andrea,Warren,Arizona,Tucson,91316,2795.1,2795.1,578,2025-09-23,2025-09-04,Primary,147,2026-01-31,4,Active,0,0
198,NVT00000198,Brent,Reyes,California,Los Angeles,50899,4750.51,4750.51,650,2025-09-04,2025-09-01,Primary,113,,5,Active,0,0
199,NVT00000199,Yvette,Willis,Georgia,Atlanta,68288,672.29,672.29,644,2024-12-08,2024-12-04,Tertiary,457,2025-07-06,14,Active,0,0
200,NVT00000200,Mary,Carney,Illinois,Springfield,17057,1698.38,1698.38,559,2026-01-29,2026-01-23,Pre-Writeoff,79,,0,Active,0,0
201,NVT00000201,Tanya,Henry,Pennsylvania,Allentown,07771,3029.75,3029.75,665,2025-01-01,2024-12-01,Secondary,259,,14,Active,0,0
202,NVT00000202,Sara,Porter,Florida,Miami,39947,7605.62,7605.62,679,2025-11-03,2025-10-31,Primary,109,,3,Active,0,0
203,NVT00000203,Melinda,Jefferson,Texas,San Antonio,69752,4424.38,4424.38,715,2025-04-18,2025-03-29,Secondary,306,2025-11-26,10,Active,0,0
204,NVT00000204,Gabriel,Mooney,Arizona,Phoenix,16812,891.5,891.5,713,2025-12-21,2025-11-22,Pre-Writeoff,41,,2,Active,0,0
205,NVT00000205,Todd,Walker,New York,Buffalo,91349,734.22,734.22,543,2025-03-10,2025-02-12,Secondary,263,2025-03-21,11,Active,0,0
206,NVT00000206,Jason,Cole,Florida,Orlando,04765,2441.3,2441.3,574,2025-08-04,2025-07-16,Primary,98,2026-01-31,6,Active,0,0
207,NVT00000207,Richard,Walsh,Florida,Tampa,74768,866.82,866.82,676,2024-11-15,2024-11-12,Tertiary,463,,14,Active,0,0
208,NVT00000208,Brian,Alexander,California,Los Angeles,31632,5640.45,5640.45,675,2025-12-18,2025-12-17,Pre-Writeoff,32,2026-01-31,1,Active,0,0
209,NVT00000209,Nicholas,Herring,Georgia,Atlanta,07829,4421.2,4421.2,676,2024-11-07,2024-10-22,Tertiary,535,2025-08-03,15,Active,0,0
210,NVT00000210,Tricia,Day,Pennsylvania,Philadelphia,45929,3224.11,3224.11,850,2025-01-19,2024-12-08,Secondary,333,2025-09-11,13,Active,0,0
211,NVT00000211,Joseph,Hernandez,Florida,Orlando,39471,3263.38,3263.38,679,2026-01-15,2025-12-10,Pre-Writeoff,82,2026-01-31,1,Active,0,0
212,NVT00000212,Kristen,Smith,California,San Jose,70059,1971.46,1971.46,719,2024-07-01,2024-06-25,Tertiary,468,2024-12-06,19,Active,0,0
213,NVT00000213,Spencer,Diaz,Arizona,Phoenix,38234,864.77,864.77,706,2025-06-26,2025-06-01,Primary,123,2025-12-18,8,Active,0,0
214,NVT00000214,Rodney,Robertson,California,Los Angeles,93407,2888.31,2888.31,685,2025-10-04,2025-09-30,Primary,149,,4,Active,0,0
215,NVT00000215,Susan,Rodgers,Pennsylvania,Philadelphia,59258,220.1,220.1,617,2024-09-17,2024-08-23,Tertiary,486,,17,Active,0,0
216,NVT00000216,Wendy,Jackson,Texas,Houston,29011,1489.54,1489.54,693,2025-09-16,2025-09-14,Primary,100,2026-01-31,4,Active,0,0
217,NVT00000217,Angela,Wood,New York,Albany,68161,19649.77,19649.77,585,2026-01-21,2026-01-08,Pre-Writeoff,55,2026-01-31,0,Active,0,0
218,NVT00000218,Jennifer,Clark,North Carolina,Raleigh,47544,2348.68,2348.68,623,2026-01-12,2026-01-02,Pre-Writeoff,89,2026-01-31,0,Active,0,0
219,NVT00000219,Eric,Benjamin,New York,Buffalo,58626,995.03,995.03,606,2025-06-22,2025-05-26,Primary,131,2025-10-18,8,Active,0,0
220,NVT00000220,Kenneth,Fox,Pennsylvania,Philadelphia,99655,491.4,491.4,645,2024-09-02,2024-08-27,Tertiary,414,,17,Active,0,0
221,NVT00000221,Tanya,Trujillo,New York,Buffalo,64125,624.42,624.42,802,2026-01-26,2026-01-14,Pre-Writeoff,52,2026-01-31,0,Active,0,0
222,NVT00000222,Beth,Thompson,Florida,Tampa,79144,6664.5,6664.5,509,2026-01-19,2026-01-02,Pre-Writeoff,47,2026-01-31,0,Active,0,0
223,NVT00000223,Amy,Daniels,Florida,Jacksonville,59099,674.55,674.55,688,2025-01-27,2025-01-10,Secondary,242,2025-04-26,12,Active,0,0
224,NVT00000224,Julie,Velasquez,Texas,Dallas,27314,4522.64,4522.64,527,2026-01-16,2026-01-03,Pre-Writeoff,81,2026-01-31,0,Active,0,0
225,NVT00000225,Brian,Mclaughlin,Florida,Orlando,77428,8870.96,8870.96,606,2024-07-25,2024-07-10,Tertiary,425,2025-02-20,19,Active,0,0
226,NVT00000226,Breanna,Lee,Pennsylvania,Pittsburgh,69370,2444.9,2444.9,716,2025-05-02,2025-04-03,Secondary,292,,10,Active,0,0
227,NVT00000227,Wesley,Brown,Georgia,Savannah,98604,9079.84,9079.84,644,2025-11-02,2025-10-13,Primary,166,2026-01-31,3,Active,0,0
228,NVT00000228,Melissa,Gonzalez,Illinois,Springfield,20209,2006.27,2006.27,564,2024-08-13,2024-07-07,Tertiary,515,2024-09-19,19,Active,0,0
229,NVT00000229,Eric,Thomas,Florida,Orlando,36007,2352.45,2352.45,589,2025-10-14,2025-09-21,Primary,176,,4,Active,0,0
230,NVT00000230,Susan,Randall,Illinois,Chicago,94439,502.65,502.65,687,2026-01-22,2025-12-26,Pre-Writeoff,49,2026-01-31,1,Active,0,0
231,NVT00000231,Christopher,Smith,North Carolina,Raleigh,43690,6105.41,6105.41,588,2026-01-28,2025-12-26,Pre-Writeoff,75,,1,Active,0,0
232,NVT00000232,Jacob,Torres,Illinois,Springfield,84136,3867.95,3867.95,655,2025-04-06,2025-03-04,Secondary,314,2026-01-11,11,Active,0,0
233,NVT00000233,Brooke,Davis,Pennsylvania,Pittsburgh,89618,193.1,193.1,643,2024-09-22,2024-08-16,Tertiary,364,2025-03-24,17,Active,0,0
234,NVT00000234,Emma,Bennett,Arizona,Phoenix,43416,4097.07,4097.07,594,2025-07-12,2025-06-14,Primary,131,2025-10-11,7,Active,0,0
235,NVT00000235,Joe,Smith,Florida,Tampa,31526,344.6,344.6,790,2025-10-31,2025-09-28,Primary,152,2026-01-31,4,Active,0,0
236,NVT00000236,David,Davis,Pennsylvania,Allentown,69479,8359.95,8359.95,684,2025-01-19,2025-01-08,Secondary,197,2025-09-22,12,Active,0,0
237,NVT00000237,Pamela,Sanchez,Arizona,Tucson,14260,1012.04,1012.04,498,2025-04-03,2025-03-03,Secondary,312,,11,Active,0,0
238,NVT00000238,John,Baker,New York,Albany,49619,18766.48,18766.48,653,2026-01-23,2026-01-08,Pre-Writeoff,35,2026-01-31,0,Active,0,0
239,NVT00000239,Brooke,Moore,Florida,Miami,11595,131.59,131.59,593,2025-03-04,2025-02-15,Secondary,323,2025-12-22,11,Active,0,0
240,NVT00000240,Christine,Robbins,Pennsylvania,Pittsburgh,70727,7641.64,7641.64,699,2026-01-21,2025-12-21,Pre-Writeoff,61,2026-01-27,1,Active,0,0
241,NVT00000241,Robert,Ford,New York,Rochester,21054,2256.59,2256.59,584,2025-05-31,2025-05-28,Secondary,314,,8,Active,0,0
242,NVT00000242,Brandy,Johnson,Ohio,Cincinnati,64204,676.83,676.83,631,2025-11-19,2025-10-21,Primary,100,2026-01-31,3,Active,0,0
243,NVT00000243,Alexandra,Martin,Ohio,Cincinnati,19550,1240.69,1240.69,675,2025-01-22,2025-01-13,Secondary,304,,12,Active,0,0
244,NVT00000244,Sarah,Ruiz,New York,Albany,89432,243.28,243.28,700,2024-12-05,2024-11-16,Tertiary,478,,14,Active,0,0
245,NVT00000245,James,Stone,Pennsylvania,Allentown,25115,2083.63,2083.63,555,2025-10-31,2025-10-03,Primary,94,2026-01-31,4,Active,0,0
246,NVT00000246,Jennifer,Miller,Georgia,Atlanta,68031,1058.58,1058.58,616,2024-12-30,2024-12-18,Secondary,335,,13,Active,0,0
247,NVT00000247,John,Bryant,Pennsylvania,Pittsburgh,18599,3440.93,3440.93,606,2025-03-08,2025-02-14,Secondary,304,2025-09-20,11,Active,0,0
248,NVT00000248,Randy,Buchanan,New York,Albany,57725,14484.89,14484.89,594,2026-01-06,2025-11-27,Pre-Writeoff,55,,2,Active,0,0
249,NVT00000249,Emily,Yoder,Arizona,Phoenix,36478,2556.7,2556.7,763,2025-07-06,2025-05-28,Primary,114,,8,Active,0,0
250,NVT00000250,Kevin,Castillo,Georgia,Augusta,17737,9101.36,9101.36,668,2025-04-06,2025-02-27,Secondary,228,2025-11-28,11,Active,0,0
251,NVT00000251,Leslie,Flores,Florida,Jacksonville,77424,8927.83,8927.83,551,2026-01-16,2025-12-15,Pre-Writeoff,69,2026-01-31,1,Active,0,0
252,NVT00000252,Karen,Francis,Arizona,Tucson,47036,448.7,448.7,704,2024-10-27,2024-09-19,Tertiary,399,2025-03-25,16,Active,0,0
253,NVT00000253,Charles,Cox,Georgia,Augusta,13407,519.24,519.24,788,2024-12-16,2024-11-12,Tertiary,414,2025-04-17,14,Active,0,0
254,NVT00000254,Stephen,Burton,Texas,Austin,66619,15566.63,15566.63,712,2025-09-09,2025-08-03,Primary,146,2026-01-31,6,Active,0,0
255,NVT00000255,Yolanda,Webb,Ohio,Cleveland,45497,112.17,112.17,533,2025-05-11,2025-04-13,Secondary,230,2025-06-27,9,Active,0,0
256,NVT00000256,Wendy,Gray,Florida,Tampa,24705,3162.01,3162.01,606,2026-01-26,2025-12-23,Pre-Writeoff,38,2026-01-31,1,Active,0,0
257,NVT00000257,Charles,Huffman,New York,New York,47993,517.75,517.75,728,2025-06-09,2025-05-13,Secondary,233,,8,Active,0,0
258,NVT00000258,Jason,Mcmahon,Pennsylvania,Pittsburgh,48359,1337.93,1337.93,590,2024-12-23,2024-12-14,Secondary,270,2025-07-09,13,Active,0,0
259,NVT00000259,Joseph,Nguyen,Arizona,Tucson,85241,4193.34,4193.34,671,2025-06-17,2025-06-13,Secondary,210,2025-08-10,7,Active,0,0
260,NVT00000260,Sarah,Montgomery,Texas,Austin,61716,782.93,782.93,694,2024-08-10,2024-07-19,Tertiary,434,2025-01-06,18,Active,0,0
261,NVT00000261,Nicole,Dixon,Ohio,Cleveland,90358,821.62,821.62,575,2025-09-07,2025-07-26,Primary,109,2025-12-13,6,Active,0,0
262,NVT00000262,Natasha,Rowe,New York,Buffalo,55394,1830.41,1830.41,635,2025-01-31,2025-01-09,Secondary,239,,12,Active,0,0
263,NVT00000263,Mike,Santiago,Arizona,Mesa,69689,3815.36,3815.36,413,2024-09-27,2024-09-25,Tertiary,443,2025-03-25,16,Active,0,0
264,NVT00000264,Eric,Chavez,Georgia,Atlanta,69438,1296.51,1296.51,568,2025-06-09,2025-05-15,Secondary,257,2025-08-10,8,Active,0,0
265,NVT00000265,Martha,Yoder,Illinois,Springfield,87189,696.79,696.79,622,2025-10-08,2025-09-07,Primary,127,2026-01-31,4,Active,0,0
266,NVT00000266,Jade,Spencer,Illinois,Springfield,95373,868.29,868.29,552,2024-11-12,2024-11-03,Tertiary,538,2024-12-04,15,Active,0,0
267,NVT00000267,Cheryl,Blair,Arizona,Mesa,10890,2751.14,2751.14,754,2025-03-29,2025-02-24,Secondary,243,2025-07-25,11,Active,0,0
268,NVT00000268,Vanessa,Long,Georgia,Augusta,44612,539.58,539.58,539,2025-05-24,2025-05-15,Secondary,227,2025-08-12,8,Active,0,0
269,NVT00000269,Destiny,Dunn,New York,Albany,44862,235.88,235.88,609,2024-10-26,2024-10-11,Tertiary,434,2024-11-29,15,Active,0,0
270,NVT00000270,Alan,White,New York,Rochester,78062,15029.39,15029.39,649,2026-01-07,2025-12-13,Pre-Writeoff,30,2026-01-31,1,Active,0,0
271,NVT00000271,Lisa,Gonzales,Florida,Tampa,05877,4652.83,4652.83,740,2025-06-12,2025-06-11,Secondary,314,2025-07-26,7,Active,0,0
272,NVT00000272,Kevin,Martinez,New York,Buffalo,32440,12763.21,12763.21,539,2025-09-30,2025-08-27,Primary,178,,5,Active,0,0
273,NVT00000273,Elizabeth,Harrison,Illinois,Chicago,07531,2465.15,2465.15,721,2025-08-26,2025-08-10,Primary,140,,5,Active,0,0
274,NVT00000274,Sheila,Brown,Arizona,Tucson,67780,860.6,860.6,640,2025-09-28,2025-09-06,Primary,121,2026-01-31,4,Active,0,0
275,NVT00000275,Dennis,Mcdaniel,Pennsylvania,Philadelphia,16745,1887.88,1887.88,571,2026-01-01,2025-12-21,Pre-Writeoff,38,,1,Active,0,0
276,NVT00000276,Darrell,Gonzalez,Illinois,Chicago,75891,250.56,250.56,672,2024-12-16,2024-12-03,Tertiary,493,2025-08-25,14,Active,0,0
277,NVT00000277,Daniel,Cobb,Georgia,Savannah,55973,12572.77,12572.77,653,2024-08-12,2024-07-29,Tertiary,412,2025-02-21,18,Active,0,0
278,NVT00000278,Angela,Chandler,Texas,Dallas,95912,2780.04,2780.04,597,2026-01-13,2025-12-06,Pre-Writeoff,36,2026-01-31,1,Active,0,0
279,NVT00000279,Joseph,Frost,Ohio,Cincinnati,95753,15062.12,15062.12,644,2025-06-29,2025-06-23,Primary,145,2025-12-29,7,Active,0,0
280,NVT00000280,Cassandra,Rios,Arizona,Phoenix,81841,462.06,462.06,613,2024-09-27,2024-08-19,Tertiary,501,2024-12-14,17,Active,0,0
281,NVT00000281,Jennifer,Levy,North Carolina,Charlotte,43537,4364.95,4364.95,647,2025-07-15,2025-06-06,Primary,109,,7,Active,0,0
282,NVT00000282,James,Frye,Georgia,Savannah,40259,1450.7,1450.7,686,2025-06-18,2025-05-15,Secondary,354,2026-01-31,8,Active,0,0
283,NVT00000283,Cynthia,Howe,New York,Albany,34815,4226.32,4226.32,751,2025-08-12,2025-07-16,Primary,138,,6,Active,0,0
284,NVT00000284,Joseph,Nguyen,Arizona,Mesa,97722,4582.77,4582.77,553,2025-06-19,2025-06-10,Secondary,321,2025-08-21,7,Active,0,0
285,NVT00000285,Tracy,Thompson,Georgia,Augusta,66273,9360.36,9360.36,789,2025-06-14,2025-05-03,Secondary,316,2026-01-31,9,Active,0,0
286,NVT00000286,Rebecca,Ray,Arizona,Phoenix,59939,642.19,642.19,503,2025-05-21,2025-04-07,Secondary,225,2025-06-21,9,Active,0,0
287,NVT00000287,Meghan,Bradley,Pennsylvania,Philadelphia,51315,1369.19,1369.19,629,2025-05-19,2025-04-18,Secondary,302,2025-07-31,9,Active,0,0
288,NVT00000288,Christopher,Mendez,Arizona,Phoenix,14042,6464.09,6464.09,681,2026-01-22,2025-12-22,Pre-Writeoff,79,2026-01-31,1,Active,0,0
289,NVT00000289,Rodney,Figueroa,Arizona,Mesa,89001,5667.91,5667.91,659,2025-03-31,2025-03-29,Secondary,181,,10,Active,0,0
290,NVT00000290,Joshua,Keith,North Carolina,Charlotte,44879,794.72,794.72,596,2024-08-10,2024-08-01,Tertiary,492,,18,Active,0,0
291,NVT00000291,Adam,Moses,Illinois,Naperville,02453,5809.67,5809.67,625,2025-09-25,2025-08-20,Primary,142,,5,Active,0,0
292,NVT00000292,Kellie,Oconnor,Ohio,Cincinnati,93379,2225.26,2225.26,605,2025-12-26,2025-11-24,Pre-Writeoff,88,,2,Active,0,0
293,NVT00000293,Dana,Lloyd,New York,New York,39058,1845.88,1845.88,598,2025-02-08,2025-01-22,Secondary,351,,12,Active,0,0
294,NVT00000294,Jose,Sandoval,Arizona,Phoenix,67675,15432.0,15432.0,699,2025-12-13,2025-11-07,Primary,173,2026-01-31,2,Active,0,0
295,NVT00000295,Joyce,Richards,Georgia,Atlanta,73168,419.04,419.04,664,2024-12-15,2024-11-07,Tertiary,454,2025-09-15,15,Active,1,0
296,NVT00000296,Andrea,Bowman,North Carolina,Charlotte,37427,2037.9,2037.9,591,2025-09-22,2025-08-08,Primary,95,2025-12-01,5,Active,0,0
297,NVT00000297,Ronald,Young,Texas,San Antonio,77204,360.49,360.49,702,2024-11-17,2024-11-05,Tertiary,402,2025-05-24,15,Active,0,0
298,NVT00000298,Alec,Pierce,North Carolina,Greensboro,97422,1183.18,1183.18,661,2025-09-28,2025-08-24,Primary,98,2026-01-21,5,Active,0,0
299,NVT00000299,Charles,Young,New York,Rochester,15591,220.08,220.08,696,2024-07-08,2024-06-26,Tertiary,417,2025-03-06,19,Active,0,0
300,NVT00000300,Nicole,Jackson,Texas,Houston,93954,1599.18,1599.18,684,2025-01-28,2025-01-12,Secondary,289,2025-06-02,12,Active,0,0
301,NVT00000301,Rebecca,Valdez,New York,New York,43143,431.86,431.86,581,2025-05-02,2025-04-25,Secondary,193,2025-05-17,9,Active,0,0
302,NVT00000302,Amy,Park,Ohio,Columbus,97113,1790.12,1790.12,600,2025-04-23,2025-04-10,Secondary,309,2025-10-26,9,Active,0,0
303,NVT00000303,Mary,Sanchez,Ohio,Columbus,04492,3429.41,3429.41,692,2024-10-11,2024-10-05,Tertiary,371,,16,Active,0,0
304,NVT00000304,Brandi,Lane,Arizona,Phoenix,67402,4590.54,4590.54,682,2025-09-10,2025-07-28,Primary,139,2025-09-17,6,Active,0,0
305,NVT00000305,Earl,Kline,Ohio,Cincinnati,75488,238.56,238.56,638,2026-01-21,2025-12-14,Pre-Writeoff,32,2026-01-31,1,Active,0,0
306,NVT00000306,David,Harris,Florida,Miami,18356,7731.96,7731.96,648,2026-01-12,2025-12-13,Pre-Writeoff,65,,1,Active,0,0
307,NVT00000307,Kyle,Hawkins,Texas,Austin,86275,1192.08,1192.08,729,2025-04-11,2025-03-05,Secondary,238,2025-09-24,11,Active,0,1
308,NVT00000308,Rachel,Parker,North Carolina,Greensboro,33964,7972.78,7972.78,598,2026-01-15,2025-12-06,Pre-Writeoff,82,,1,Active,0,0
309,NVT00000309,Laura,Butler,Arizona,Tucson,38263,3037.38,3037.38,678,2024-08-17,2024-07-03,Tertiary,523,2024-10-25,19,Active,0,0
310,NVT00000310,Michelle,Burns,North Carolina,Greensboro,53876,2201.81,2201.81,625,2024-12-08,2024-12-01,Tertiary,381,2025-05-10,14,Active,0,0
311,NVT00000311,Rachel,Newman,California,San Diego,93803,17309.82,17309.82,624,2026-01-29,2026-01-20,Pre-Writeoff,76,2026-01-31,0,Active,0,0
312,NVT00000312,Jason,Mclaughlin,Arizona,Mesa,38574,398.42,398.42,716,2025-05-07,2025-04-21,Secondary,302,2025-08-04,9,Active,0,0
313,NVT00000313,John,Khan,Illinois,Naperville,05884,1191.78,1191.78,697,2024-09-05,2024-09-01,Tertiary,430,2025-06-02,17,Active,0,0
314,NVT00000314,Curtis,Robinson,New York,New York,31607,675.62,675.62,696,2024-08-21,2024-07-24,Tertiary,523,2025-04-13,18,Active,1,0
315,NVT00000315,Kimberly,Morton,Florida,Miami,44074,233.87,233.87,731,2024-09-02,2024-07-23,Tertiary,534,2025-04-11,18,Active,0,0
316,NVT00000316,Nicole,Roberts,Illinois,Springfield,04008,2299.53,2299.53,641,2025-04-07,2025-03-15,Secondary,216,2025-08-09,10,Active,0,0
317,NVT00000317,Richard,Mcmahon,New York,Albany,58647,2039.79,2039.79,687,2025-12-03,2025-11-10,Primary,152,2026-01-31,2,Active,0,0
318,NVT00000318,Christine,Duncan,Ohio,Cleveland,54630,2233.43,2233.43,618,2025-09-30,2025-09-17,Primary,123,,4,Active,0,0
319,NVT00000319,Eric,Green,Florida,Tampa,78575,1327.29,1327.29,662,2024-07-31,2024-07-18,Tertiary,433,2024-09-07,18,Active,0,0
320,NVT00000320,Sarah,King,Illinois,Chicago,47832,679.4,679.4,630,2025-01-04,2024-12-12,Secondary,316,,13,Active,0,0
321,NVT00000321,Michelle,Cochran,Pennsylvania,Allentown,45939,1796.25,1796.25,646,2025-07-21,2025-07-14,Primary,165,2026-01-10,6,Active,0,0
322,NVT00000322,Theresa,Hampton,Florida,Jacksonville,46677,4516.75,4516.75,681,2024-10-24,2024-09-25,Tertiary,513,,16,Active,0,0
323,NVT00000323,Lisa,Carr,Illinois,Springfield,79319,499.93,499.93,582,2024-11-17,2024-10-28,Tertiary,501,2024-11-24,15,Active,0,0
324,NVT00000324,Nicole,Hardy,Arizona,Phoenix,91958,2792.43,2792.43,786,2025-06-27,2025-05-20,Primary,159,2025-09-02,8,Active,0,0
325,NVT00000325,Angel,White,New York,New York,28069,2804.8,2804.8,569,2026-01-20,2025-12-26,Pre-Writeoff,37,2026-01-31,1,Active,0,0
326,NVT00000326,Jill,Griffin,Ohio,Columbus,48770,182.5,182.5,555,2024-11-11,2024-09-27,Tertiary,458,,16,Active,0,0
327,NVT00000327,Martin,Summers,Pennsylvania,Allentown,44100,3528.14,3528.14,721,2025-06-30,2025-06-11,Primary,180,2025-11-30,7,Active,0,0
328,NVT00000328,Sarah,Valencia,Illinois,Chicago,67125,9161.53,9161.53,695,2025-11-02,2025-10-08,Primary,161,2026-01-31,3,Active,0,0
329,NVT00000329,Leah,Gonzales,New York,Rochester,67449,2810.83,2810.83,683,2025-10-23,2025-09-18,Primary,178,2026-01-31,4,Active,0,0
330,NVT00000330,Michelle,Lopez,Pennsylvania,Pittsburgh,10698,271.5,271.5,683,2024-10-08,2024-09-18,Tertiary,502,,16,Active,0,0
331,NVT00000331,Lisa,Thompson,North Carolina,Greensboro,08627,1330.42,1330.42,639,2026-01-28,2025-12-18,Pre-Writeoff,45,2026-01-31,1,Active,0,0
332,NVT00000332,Joseph,Jones,Texas,Houston,67057,1821.46,1821.46,577,2025-10-08,2025-09-10,Primary,173,2025-11-08,4,Active,0,0
333,NVT00000333,Kristin,Brown,Florida,Jacksonville,99674,472.72,472.72,645,2025-03-05,2025-02-01,Secondary,259,2025-03-25,12,Active,0,0
334,NVT00000334,Daniel,Wright,Arizona,Mesa,93798,2426.38,2426.38,592,2025-09-02,2025-08-26,Primary,154,2026-01-16,5,Active,0,0
335,NVT00000335,Monica,Santana,Illinois,Naperville,18078,6078.76,6078.76,708,2025-04-29,2025-03-21,Secondary,255,2025-10-18,10,Active,0,0
336,NVT00000336,Michele,Mcdonald,Ohio,Columbus,87538,16690.47,16690.47,629,2026-01-28,2026-01-09,Pre-Writeoff,40,2026-01-31,0,Active,0,0
337,NVT00000337,Jeffrey,Rose,Pennsylvania,Pittsburgh,20495,2709.56,2709.56,582,2025-08-24,2025-07-25,Primary,143,2026-01-31,6,Active,0,0
338,NVT00000338,Lisa,Jimenez,Ohio,Cincinnati,59042,239.93,239.93,617,2025-01-24,2025-01-17,Secondary,227,2025-05-08,12,Active,0,0
339,NVT00000339,Steven,Rodriguez,California,Sacramento,57994,7692.58,7692.58,668,2025-10-13,2025-09-23,Primary,137,2025-12-07,4,Active,0,0
340,NVT00000340,Kevin,Henry,North Carolina,Charlotte,43720,9971.29,9971.29,600,2026-01-29,2026-01-14,Pre-Writeoff,76,2026-01-31,0,Active,0,0
341,NVT00000341,Laura,Woodard,New York,Albany,39825,1238.57,1238.57,582,2025-12-17,2025-11-04,Pre-Writeoff,31,,2,Active,0,0
342,NVT00000342,Jeremy,Murphy,New York,New York,59093,3032.31,3032.31,657,2024-07-28,2024-06-15,Tertiary,435,,19,Active,0,0
